-0.010735642,-0.21781014,0.36937484,0.23053107,0.09931059,-0.5008904,0.1323264,-0.14753456,-0.5206514,0.06321628,0.11893665,0.17048974,0.63034713,-0.37489098,-0.000457478,0.067725554,0.21541727,-0.06994581,-0.50032115,-0.40751216,0.4618866,0.13491783,0.2745411,0.3985374,-0.36501935,-0.036154937,-0.23814787,-0.05419288,0.20345116,0.5522336,-0.4331593,-0.6323009,-0.39432138,-0.01547032,-0.45103446,0.11261004,-0.2255045,0.047556035,-0.5903671,-0.043505445,0.60121083,-0.019826468,0.15056533,-0.25934193,-0.27975,0.08629244,0.69242406,-0.34665266,-0.30200937,-0.4301684,-0.40414095,0.15425453,-0.2995471,-0.09754285,0.06209209,-0.07233095,0.33498952,-0.32353592,0.050474122,0.03160171,-0.08295624,0.31407148,0.3542344,-0.0212236
0.20644109,-0.07581172,0.33407992,0.33301473,-0.09709089,0.07534361,-0.001576781,-0.28697336,-0.2020284,-0.14200413,0.36155453,0.26682034,-0.21514708,-0.38924634,-0.04173435,0.6027287,-0.06698489,0.026619935,-0.2230734,-0.4088455,0.35299274,-0.3130159,0.57298356,-0.44496077,-0.20389959,0.19127885,0.037979938,-0.31200022,0.19389848,0.2580733,0.071630105,-0.40256894,0.27823287,-0.16605721,-0.048704438,0.31534812,0.11988338,-0.6681103,-0.31531766,0.15782008,0.41927382,-0.047265258,-0.14666575,0.10946292,0.035198297,0.16541117,0.18002565,-0.23393421,-0.3981793,0.039254945,0.09377454,-0.4785603,-0.41092288,0.030305836,0.379646,-0.14743109,0.16804697,0.13074344,0.06367779,-0.3114235,-0.06188308,0.37594068,0.2167378,-0.26195163
-0.040136095,0.15813246,0.039907087,-0.0672748,0.218733,-0.49974364,-0.51033604,-0.21244603,-0.19717494,0.42880505,0.14635344,0.37090233,0.46377727,-0.105944864,0.13172364,-0.10627065,0.13159904,0.49250576,-0.2525843,-0.3841705,0.25101212,0.14139868,-0.012451464,0.3475809,-0.28804302,0.2623232,0.10220531,0.28585276,0.15071931,0.5657986,0.062577695,0.27247924,-0.51016116,0.18865061,-0.08883275,0.2955313,-0.17841108,0.42052856,-0.23511091,-0.22759329,0.093146145,0.12991515,0.14937967,0.51541436,0.2293914,-0.2559679,0.8743738,-0.24277529,-0.22576086,0.093418,-0.09553255,0.23030788,0.117246725,-0.20762493,-0.10487225,-0.02167311,-0.1110716,-0.3566757,0.00103258,-0.097260974,-0.5187108,0.39973634,0.21819526,-0.4686414
-0.19538961,0.20345385,-0.26169997,0.6681566,-0.16722368,-0.13931917,0.4132043,-0.094288856,0.06458748,-0.12560189,0.54737335,0.29007706,0.18346395,-0.4230255,-0.17021161,0.46001536,-0.39918217,0.44911012,0.05596508,-0.030232824,0.13976675,-0.24484497,0.48956037,-0.06943508,0.590782,-0.008261479,0.20025383,-0.18306303,0.011280501,0.10201104,0.07073693,-0.121258944,0.35459942,0.12046312,-0.085952684,0.65662307,-0.18288824,0.47811195,-0.23679264,0.57939523,0.33346742,0.04122622,-0.72037125,0.5374314,-0.62318087,-0.06739976,0.21317507,-0.1873002,-0.7714409,0.03807759,-0.015082835,-0.005439989,-0.23295268,0.32116252,0.2774237,0.22449191,0.007805336,-0.16312091,-0.111211516,-0.22135575,-0.043003257,0.59259015,0.032977242,-0.101122156
0.06527747,0.3944253,-0.6143535,0.17358959,-0.4139551,-0.17236672,-0.030220859,-0.24311168,0.079812914,-0.4650926,0.7046159,0.55464387,-0.21133223,0.099212624,-0.01339179,0.015786882,-0.25870925,-0.19375792,0.370367,0.17165002,0.7242775,-0.082169965,0.1449887,-0.30930585,-0.018883128,0.092921294,-0.23686124,-0.048283778,0.20276262,0.08571616,0.5159645,-0.48237354,0.32257754,-0.10318139,0.18797316,0.19965087,-0.10922646,0.16525204,0.20999983,0.07182373,-0.20735039,0.060842182,-0.15013885,0.74389994,-0.23117425,0.16609791,0.10973522,0.003359149,-0.3044255,0.18650968,-0.16903122,-0.09169645,-0.13055542,-0.050578337,0.48177472,0.12578721,0.15261208,-0.4478036,0.1853173,0.33239812,-0.41745156,0.18396989,-0.24698651,0.2008364
0.5883883,0.57782096,0.6529878,-0.061966635,0.5646908,0.4447182,0.32735735,-0.06811014,-0.38637632,0.30598974,-0.4502609,0.5018573,0.16072147,0.21451378,-0.34766302,-0.19971411,-0.18168813,0.4092121,-0.38178968,-0.19644418,-0.81459576,0.37048194,0.3276189,0.17693044,0.551136,0.8436593,0.8193582,0.7657717,0.4063591,0.12750676,0.43705007,0.35456312,-0.10273589,0.38671628,0.058427192,0.46947053,-0.18852292,-0.37231463,0.082985446,-0.35819584,0.52413785,0.6085691,0.05645192,0.28930953,-0.15351532,-0.095278025,-0.6090047,-0.15266667,0.027986187,0.035251524,-0.3818816,-0.11313262,-0.08782984,0.041361433,-0.36503953,0.09672448,-0.011522267,-0.37298557,-0.23408337,-0.45408022,-0.31348228,0.07466541,-0.016818877,0.073602565
-0.04536401,0.10447651,-0.035043437,-0.18367395,0.24073459,-0.25050795,-0.27294007,0.20310597,-0.21059331,0.26362526,0.019121418,0.17609023,0.2740904,-0.12845123,0.33849943,-0.15799062,0.20735383,0.41551024,-0.04974875,-0.64768034,0.17796661,0.21206543,-0.24597639,0.35933724,-0.25164273,0.37809438,-0.11472492,0.3328891,0.11012976,0.5146811,-0.1318951,0.29796708,-0.58943343,0.039983667,-0.010426434,-0.0834032,-0.41662157,0.35781562,-0.10713586,-0.36109996,-0.20248997,0.27681005,-0.004734453,0.25490227,0.43418244,0.38475722,0.6032738,0.03218562,-0.17703965,0.25377527,-0.01556678,0.107267044,0.009322471,-0.18843655,-0.29980585,-0.1169931,-0.3359765,-0.14359409,-0.22032535,0.19955646,-0.58073604,-0.08177061,0.26404986,-0.224337
0.23449971,0.16558307,0.39370683,-0.09654025,0.25528407,-0.2158419,0.021152444,0.35716003,0.11477604,0.050861824,-0.73578745,0.44392803,0.43724975,0.30760697,-0.419704,0.2185992,-0.040172104,0.69871104,0.19019285,-0.3968317,-0.24592859,0.19537668,-0.361068,0.050827175,0.3194211,0.09880351,0.044291243,0.25368854,0.23693882,0.001776498,0.30500475,0.013629466,-0.34443438,0.3047676,-0.20549157,-0.0877271,-0.30474308,-0.27133825,-0.11240275,-0.10174823,-0.25834608,0.56556463,-0.15638115,0.38484073,0.13896869,-0.0513435,0.3576423,0.27714643,0.108310476,-0.018324066,0.31474024,0.31519872,-0.008122467,-0.112576336,-0.3099012,0.08519292,-0.25141934,0.2118636,-0.5391089,0.010420864,-0.41677615,-0.24351299,-0.21377622,-0.14730051
-0.07118636,0.12812331,-0.034528416,0.05204489,0.06893615,0.20635045,-0.46771812,0.358577,-0.21005589,0.34126633,-0.38565126,0.309455,-0.34274206,-0.02447686,0.11315665,-0.6381853,-0.16316177,-0.24658902,0.48805648,-0.22616878,0.16273,-0.15437753,-0.67807126,0.028439658,-0.5857143,-0.26076502,-0.59802336,0.077895485,-0.2260517,0.12671791,0.33718106,0.002421245,-0.25041348,-0.3415649,-0.21088995,-0.47017023,-0.1923918,-0.025399333,0.23130894,-0.080543615,-0.38109407,-0.10286076,0.30397937,0.1428948,0.5069714,0.20977274,0.6329363,0.31610146,0.45738795,-0.010765497,-0.2474782,0.1311864,0.30371684,0.3966513,-0.092391595,-0.31706885,-0.114055365,0.041726653,0.005469218,0.51789314,-0.19697307,-0.8574256,0.19471562,-0.23493622
-0.3324903,0.06440226,-0.06611861,-0.003909275,-0.27187058,-0.2116224,-0.54837644,0.4357233,0.07710514,0.100901425,-0.3790671,-0.07298365,-0.28464198,0.4300396,0.009692418,-0.7576982,0.1636127,-0.11151244,0.10251544,-0.049719214,0.2739571,-0.1335114,-0.43348497,0.15387288,-0.3120937,-0.5404219,-0.63874066,-0.23835093,0.068026125,-0.23170364,0.014966153,0.27381492,-0.040869713,-0.25354806,-0.40949878,-0.3639649,0.02115489,0.39828438,0.35659602,0.3452633,-0.42015627,-0.51919985,-0.24591483,0.18802983,0.26159233,0.21454272,0.37707257,0.42567518,0.3831656,-0.054045606,-0.07869559,0.0420639,-0.0247798,-0.08903147,0.001847154,-0.42656603,-0.026523095,-0.18381009,-0.031109577,0.41398153,0.1496678,-0.14019877,0.20738672,0.00360254
